trip_id,pickup_datetime,passenger_count,trip_distance,fare_amount,payment_type,dropoff_datetime
TRIP102987,2022-01-08 08:32:00,4,2.11,30.2,Cash,2022-01-08 09:25:00
TRIP102988,2022-01-09 01:21:00,1,0.82,36.12,Card,2022-01-09 01:29:00
TRIP102989,2022-01-13 03:29:00,4,0.84,26.18,Card,2022-01-13 03:44:00
TRIP102990,2022-01-30 03:11:00,1,0.35,45.17,No Charge,2022-01-30 03:19:00
TRIP102991,2022-01-04 11:45:00,1,4.67,17.34,No Charge,2022-01-04 12:24:00
TRIP102992,2022-01-10 20:44:00,1,3.79,24.14,Cash,2022-01-10 21:36:00
TRIP102993,2022-01-16 17:22:00,1,6.75,40.51,Card,2022-01-16 18:22:00
TRIP102994,2022-01-06 01:07:00,1,1.63,34.15,Card,2022-01-06 01:53:00
TRIP102995,2022-01-13 05:50:00,2,0.71,40.26,Cash,2022-01-13 06:25:00
TRIP102996,2022-01-18 17:05:00,3,2.52,29.7,Card,2022-01-18 17:28:00
TRIP102997,2022-01-20 14:36:00,3,6.28,32.48,Card,2022-01-20 15:09:00
TRIP102998,2022-01-28 11:00:00,1,3.04,29.0,Card,2022-01-28 11:11:00
TRIP102999,2022-01-25 22:15:00,3,0.13,43.88,Card,2022-01-25 22:58:00
TRIP103000,2022-01-17 21:34:00,5,0.73,19.47,Card,2022-01-17 21:43:00
TRIP103001,2022-01-17 23:43:00,5,1.2,49.57,Dispute,2022-01-18 00:25:00
TRIP103002,2022-01-01 09:18:00,1,2.09,29.22,Card,2022-01-01 10:09:00
TRIP103003,2022-01-13 01:59:00,4,3.39,13.11,Cash,2022-01-13 02:55:00
TRIP103004,2022-01-09 18:24:00,2,1.6,29.29,Cash,2022-01-09 18:32:00
TRIP103005,2022-01-07 14:34:00,2,5.77,47.45,Dispute,2022-01-07 15:04:00
TRIP103006,2022-01-14 00:00:00,2,1.64,12.88,Card,2022-01-14 00:21:00
TRIP103007,2022-01-29 03:01:00,1,1.05,5.62,Cash,2022-01-29 03:15:00
TRIP103008,2022-01-05 02:47:00,1,0.1,22.52,Card,2022-01-05 03:16:00
TRIP103009,2022-01-17 21:34:00,2,0.44,28.16,Card,2022-01-17 22:06:00
TRIP103010,2022-01-12 17:31:00,5,1.76,41.82,Card,2022-01-12 18:22:00
TRIP103011,2022-01-27 20:05:00,2,9.31,15.1,Card,2022-01-27 21:04:00
TRIP103012,2022-01-13 06:30:00,3,0.13,41.1,Cash,2022-01-13 07:24:00
TRIP103013,2022-01-02 22:13:00,4,0.66,35.86,Card,2022-01-02 22:53:00
TRIP103014,2022-01-19 04:39:00,2,4.42,36.3,No Charge,2022-01-19 05:04:00
TRIP103015,2022-01-07 13:23:00,2,2.38,44.65,Card,2022-01-07 13:45:00
TRIP103016,2022-01-25 23:17:00,2,0.25,8.41,Dispute,2022-01-25 23:42:00
TRIP103017,2022-01-07 08:15:00,3,0.58,45.36,Card,2022-01-07 08:42:00
TRIP103018,2022-01-10 12:18:00,2,3.04,21.23,Card,2022-01-10 12:51:00
TRIP103019,2022-01-09 13:36:00,1,2.3,49.25,Card,2022-01-09 14:26:00
TRIP103020,2022-01-14 19:44:00,2,1.38,45.43,Card,2022-01-14 20:04:00
TRIP103021,2022-01-09 17:09:00,2,0.82,30.34,Cash,2022-01-09 17:17:00
TRIP103022,2022-01-20 19:35:00,2,5.86,34.09,Cash,2022-01-20 19:52:00
TRIP103023,2022-01-24 20:34:00,1,4.66,49.95,Card,2022-01-24 20:58:00
TRIP103024,2022-01-01 15:15:00,4,0.82,14.49,Cash,2022-01-01 16:12:00
TRIP103025,2022-01-30 10:04:00,2,0.9,26.18,Card,2022-01-30 11:02:00
TRIP103026,2022-01-01 07:48:00,2,1.25,18.39,Card,2022-01-01 08:05:00
TRIP103027,2022-01-07 20:35:00,2,4.86,23.07,Cash,2022-01-07 20:52:00
TRIP103028,2022-01-23 04:12:00,1,3.54,12.18,Card,2022-01-23 04:22:00
TRIP103029,2022-01-21 16:49:00,1,2.02,26.93,Card,2022-01-21 17:12:00
TRIP103030,2022-01-09 11:50:00,2,2.62,5.37,Cash,2022-01-09 12:17:00
TRIP103031,2022-01-21 12:17:00,1,3.27,29.22,Card,2022-01-21 12:33:00
TRIP103032,2022-01-22 22:46:00,2,1.5,38.74,Card,2022-01-22 23:26:00
TRIP103033,2022-01-06 14:45:00,2,1.76,4.53,Cash,2022-01-06 15:08:00
TRIP103034,2022-01-08 09:17:00,1,0.96,44.24,Card,2022-01-08 09:55:00
TRIP103035,2022-01-15 01:42:00,2,0.9,35.42,Card,2022-01-15 02:42:00
TRIP103036,2022-01-05 06:27:00,4,4.38,45.82,Cash,2022-01-05 06:53:00
TRIP103037,2022-01-27 22:12:00,5,1.54,48.81,Card,2022-01-27 22:24:00
TRIP103038,2022-01-08 07:04:00,6,3.36,43.94,Card,2022-01-08 07:25:00
TRIP103039,2022-01-08 14:54:00,4,4.67,11.89,Card,2022-01-08 15:02:00
TRIP103040,2022-01-17 06:52:00,2,4.29,27.06,Card,2022-01-17 07:47:00
TRIP103041,2022-01-09 06:18:00,2,0.88,3.52,No Charge,2022-01-09 06:42:00
TRIP103042,2022-01-21 21:58:00,2,7.0,36.47,Card,2022-01-21 22:49:00
TRIP103043,2022-01-19 23:11:00,2,1.3,23.61,Card,2022-01-19 23:43:00
TRIP103044,2022-01-19 15:53:00,3,0.99,46.42,Card,2022-01-19 16:03:00
TRIP103045,2022-01-23 12:07:00,4,1.91,3.74,Card,2022-01-23 13:03:00
TRIP103046,2022-01-25 20:10:00,5,1.47,17.4,Cash,2022-01-25 20:28:00
TRIP103047,2022-01-19 08:02:00,4,0.01,25.89,Card,2022-01-19 08:54:00
TRIP103048,2022-01-14 01:03:00,4,7.47,34.88,Card,2022-01-14 01:28:00
TRIP103049,2022-01-01 23:47:00,4,0.1,24.32,Cash,2022-01-02 00:33:00
TRIP103050,2022-01-08 02:55:00,1,4.18,4.36,Card,2022-01-08 03:18:00
TRIP103051,2022-01-07 01:00:00,4,0.56,34.0,Card,2022-01-07 01:35:00
TRIP103052,2022-01-10 10:50:00,1,0.22,45.01,Card,2022-01-10 11:31:00
TRIP103053,2022-01-11 08:08:00,1,5.03,43.09,Card,2022-01-11 08:41:00
TRIP103054,2022-01-17 12:30:00,3,1.03,7.5,Card,2022-01-17 13:09:00
TRIP103055,2022-01-23 09:18:00,1,3.41,34.49,Card,2022-01-23 09:49:00
TRIP103056,2022-01-28 01:32:00,1,4.66,29.99,Cash,2022-01-28 02:01:00
TRIP103057,2022-01-14 23:09:00,1,1.3,36.09,Card,2022-01-14 23:27:00
TRIP103058,2022-01-13 15:38:00,1,0.94,5.99,Card,2022-01-13 16:03:00
TRIP103059,2022-01-03 00:30:00,1,2.3,47.13,No Charge,2022-01-03 01:19:00
TRIP103060,2022-01-16 00:36:00,2,1.33,49.95,Card,2022-01-16 01:34:00
TRIP103061,2022-01-28 17:08:00,1,1.14,10.59,Card,2022-01-28 18:04:00
TRIP103062,2022-01-11 21:47:00,1,0.39,22.99,Card,2022-01-11 22:12:00
TRIP103063,2022-01-04 20:22:00,1,1.57,18.74,Card,2022-01-04 20:46:00
TRIP103064,2022-01-06 14:21:00,2,0.44,41.98,Card,2022-01-06 15:11:00
TRIP103065,2022-01-21 19:16:00,3,15.72,23.77,Dispute,2022-01-21 19:21:00
TRIP103066,2022-01-05 18:51:00,3,2.34,23.8,Card,2022-01-05 19:04:00
TRIP103067,2022-01-10 17:02:00,2,2.34,4.9,Card,2022-01-10 17:08:00
TRIP103068,2022-01-04 14:03:00,2,3.2,45.7,Card,2022-01-04 14:31:00
TRIP103069,2022-01-01 07:28:00,1,3.66,10.49,No Charge,2022-01-01 08:12:00
TRIP103070,2022-01-09 08:30:00,2,1.35,32.73,Cash,2022-01-09 09:18:00
TRIP103071,2022-01-03 02:26:00,6,4.42,49.01,Card,2022-01-03 02:31:00
TRIP103072,2022-01-06 17:07:00,2,0.1,25.26,Card,2022-01-06 17:13:00
TRIP103073,2022-01-30 23:28:00,1,1.63,7.19,Card,2022-01-30 23:36:00
TRIP103074,2022-01-18 15:26:00,1,5.21,33.52,Card,2022-01-18 15:32:00
TRIP103075,2022-01-24 04:30:00,1,2.9,37.25,Card,2022-01-24 04:58:00
TRIP103076,2022-01-13 13:10:00,4,0.53,10.57,Card,2022-01-13 13:50:00
TRIP103077,2022-01-11 17:47:00,3,0.91,35.02,Card,2022-01-11 18:24:00
TRIP103078,2022-01-07 03:51:00,2,1.26,38.3,Card,2022-01-07 03:59:00
TRIP103079,2022-01-28 18:18:00,5,0.39,10.01,Card,2022-01-28 19:12:00
TRIP103080,2022-01-07 09:38:00,2,3.6,28.39,Dispute,2022-01-07 09:55:00
TRIP103081,2022-01-25 05:01:00,4,0.27,32.83,Card,2022-01-25 05:23:00
TRIP103082,2022-01-30 12:03:00,1,0.7,22.68,Cash,2022-01-30 12:42:00
TRIP103083,2022-01-13 18:39:00,3,3.81,30.47,Cash,2022-01-13 19:34:00
TRIP103084,2022-01-08 22:57:00,4,3.14,33.85,Cash,2022-01-08 23:44:00
TRIP103085,2022-01-15 01:26:00,1,0.93,21.66,Cash,2022-01-15 02:12:00
TRIP103086,2022-01-04 12:41:00,6,1.07,16.04,Card,2022-01-04 13:01:00
TRIP103087,2022-01-24 13:09:00,3,0.9,44.35,Cash,2022-01-24 14:01:00
TRIP103088,2022-01-12 13:19:00,1,1.09,33.13,No Charge,2022-01-12 14:14:00
TRIP103089,2022-01-08 01:34:00,4,5.67,24.64,Card,2022-01-08 01:59:00
TRIP103090,2022-01-30 16:56:00,2,5.51,38.58,Card,2022-01-30 17:25:00
TRIP103091,2022-01-27 16:42:00,4,9.63,48.52,Card,2022-01-27 17:12:00
TRIP103092,2022-01-19 00:06:00,4,1.34,22.58,Card,2022-01-19 01:02:00
TRIP103093,2022-01-28 18:56:00,1,2.85,10.41,Cash,2022-01-28 19:20:00
TRIP103094,2022-01-23 23:52:00,1,12.25,7.35,Card,2022-01-24 00:30:00
TRIP103095,2022-01-03 00:11:00,4,6.01,43.45,Cash,2022-01-03 00:41:00
TRIP103096,2022-01-07 18:29:00,1,1.66,48.17,Card,2022-01-07 18:41:00
TRIP103097,2022-01-05 21:13:00,2,3.07,47.67,Cash,2022-01-05 22:08:00
TRIP103098,2022-01-15 04:16:00,2,0.61,31.34,Dispute,2022-01-15 05:01:00
TRIP103099,2022-01-05 23:46:00,1,0.42,29.68,Cash,2022-01-06 00:37:00
TRIP103100,2022-01-19 07:46:00,1,5.3,27.84,Card,2022-01-19 08:14:00
TRIP103101,2022-01-01 10:46:00,1,1.96,37.85,Card,2022-01-01 11:36:00
TRIP103102,2022-01-29 23:12:00,2,0.92,7.15,Card,2022-01-29 23:24:00
TRIP103103,2022-01-29 14:56:00,4,0.8,24.05,Card,2022-01-29 15:19:00
TRIP103104,2022-01-21 06:33:00,2,0.76,38.2,Card,2022-01-21 07:09:00
TRIP103105,2022-01-19 02:16:00,2,3.49,18.82,Cash,2022-01-19 02:57:00
TRIP103106,2022-01-20 19:45:00,5,7.21,14.52,Card,2022-01-20 20:12:00
TRIP103107,2022-01-25 23:39:00,1,2.12,22.99,Card,2022-01-26 00:31:00
TRIP103108,2022-01-24 15:55:00,2,0.69,33.48,Cash,2022-01-24 16:16:00
TRIP103109,2022-01-16 15:56:00,4,3.34,44.53,Cash,2022-01-16 16:56:00
TRIP103110,2022-01-23 01:10:00,6,2.18,25.47,Card,2022-01-23 01:35:00
TRIP103111,2022-01-27 11:00:00,1,8.09,8.58,Cash,2022-01-27 11:34:00
TRIP103112,2022-01-06 01:31:00,4,17.1,48.83,Card,2022-01-06 01:57:00
TRIP103113,2022-01-25 13:36:00,6,1.27,4.26,Card,2022-01-25 13:50:00
TRIP103114,2022-01-25 08:12:00,2,3.42,6.19,Card,2022-01-25 08:39:00
TRIP103115,2022-01-26 10:37:00,2,1.0,11.01,Card,2022-01-26 11:35:00
TRIP103116,2022-01-01 15:06:00,1,0.07,15.46,Card,2022-01-01 15:38:00
TRIP103117,2022-01-09 11:26:00,1,0.6,10.8,Card,2022-01-09 12:11:00
TRIP103118,2022-01-28 18:21:00,6,0.31,36.35,Card,2022-01-28 19:14:00
TRIP103119,2022-01-24 04:00:00,1,0.58,14.58,Cash,2022-01-24 04:56:00
TRIP103120,2022-01-13 12:36:00,1,0.41,27.69,Card,2022-01-13 13:14:00
TRIP103121,2022-01-20 04:09:00,1,1.35,27.69,Cash,2022-01-20 05:06:00
TRIP103122,2022-01-17 17:21:00,1,4.07,49.5,Card,2022-01-17 17:27:00
TRIP103123,2022-01-06 05:49:00,2,3.96,11.96,Cash,2022-01-06 06:46:00
TRIP103124,2022-01-07 01:44:00,2,3.0,9.23,Cash,2022-01-07 02:09:00
TRIP103125,2022-01-18 19:04:00,1,0.18,13.26,Card,2022-01-18 19:38:00
TRIP103126,2022-01-06 02:28:00,6,1.64,31.54,Cash,2022-01-06 03:26:00
TRIP103127,2022-01-29 03:11:00,2,1.8,43.48,Card,2022-01-29 04:06:00
TRIP103128,2022-01-08 11:57:00,2,0.37,45.46,Card,2022-01-08 12:29:00
TRIP103129,2022-01-20 19:01:00,2,4.17,31.05,Card,2022-01-20 19:17:00
TRIP103130,2022-01-28 23:18:00,2,2.29,42.03,Card,2022-01-29 00:01:00
TRIP103131,2022-01-22 12:19:00,2,1.3,25.23,Card,2022-01-22 12:45:00
TRIP103132,2022-01-15 09:23:00,1,7.27,4.62,Card,2022-01-15 10:11:00
TRIP103133,2022-01-20 22:17:00,2,0.42,20.41,Card,2022-01-20 22:51:00
TRIP103134,2022-01-22 12:30:00,5,4.3,4.31,Cash,2022-01-22 13:24:00
TRIP103135,2022-01-07 23:17:00,1,0.7,31.95,Cash,2022-01-08 00:08:00
TRIP103136,2022-01-22 06:20:00,2,6.9,25.86,Card,2022-01-22 06:42:00
TRIP103137,2022-01-17 08:38:00,2,2.37,46.29,Card,2022-01-17 09:22:00
TRIP103138,2022-01-28 00:04:00,2,11.84,21.76,Cash,2022-01-28 00:26:00
TRIP103139,2022-01-12 16:33:00,1,2.71,6.85,Card,2022-01-12 16:52:00
TRIP103140,2022-01-18 13:20:00,4,1.72,31.8,Card,2022-01-18 14:10:00
TRIP103141,2022-01-30 21:58:00,5,9.38,10.58,Card,2022-01-30 22:42:00
TRIP103142,2022-01-14 03:06:00,1,4.66,25.78,Card,2022-01-14 03:15:00
TRIP103143,2022-01-28 12:35:00,2,3.64,49.79,Cash,2022-01-28 13:14:00
TRIP103144,2022-01-04 23:35:00,4,1.49,23.08,Card,2022-01-04 23:59:00
TRIP103145,2022-01-07 09:23:00,1,6.34,38.54,Card,2022-01-07 10:03:00
TRIP103146,2022-01-07 01:19:00,2,0.61,27.14,Cash,2022-01-07 02:06:00
TRIP103147,2022-01-15 20:35:00,2,0.97,37.35,Card,2022-01-15 20:54:00
TRIP103148,2022-01-07 19:17:00,2,4.08,20.05,Card,2022-01-07 20:04:00
TRIP103149,2022-01-12 08:31:00,2,4.61,38.49,Card,2022-01-12 09:15:00
TRIP103150,2022-01-12 22:31:00,3,4.49,40.53,Card,2022-01-12 23:27:00
TRIP103151,2022-01-21 07:12:00,1,4.75,12.28,Card,2022-01-21 07:40:00
TRIP103152,2022-01-08 08:18:00,2,0.58,47.72,Cash,2022-01-08 08:51:00
TRIP103153,2022-01-12 08:06:00,1,1.38,15.92,Cash,2022-01-12 08:15:00
TRIP103154,2022-01-17 13:13:00,1,3.53,41.46,Cash,2022-01-17 14:12:00
TRIP103155,2022-01-01 16:55:00,1,1.07,30.86,Cash,2022-01-01 17:29:00
TRIP103156,2022-01-29 10:23:00,2,11.21,10.78,Card,2022-01-29 10:56:00
TRIP103157,2022-01-18 18:02:00,3,2.03,15.18,Cash,2022-01-18 19:02:00
TRIP103158,2022-01-06 22:23:00,2,0.16,43.02,Cash,2022-01-06 23:10:00
TRIP103159,2022-01-28 18:31:00,1,1.34,34.74,Cash,2022-01-28 18:41:00
TRIP103160,2022-01-08 23:23:00,3,0.91,19.21,Card,2022-01-08 23:30:00
TRIP103161,2022-01-05 02:38:00,1,0.26,41.81,Cash,2022-01-05 03:31:00
TRIP103162,2022-01-15 23:11:00,2,2.32,7.21,Card,2022-01-15 23:38:00
TRIP103163,2022-01-19 14:27:00,3,1.48,16.17,Dispute,2022-01-19 15:11:00
TRIP103164,2022-01-28 14:06:00,3,0.05,18.5,No Charge,2022-01-28 14:59:00
TRIP103165,2022-01-13 02:30:00,2,0.37,29.66,Cash,2022-01-13 02:38:00
TRIP103166,2022-01-08 08:14:00,1,2.67,43.64,Card,2022-01-08 08:40:00
TRIP103167,2022-01-12 22:26:00,1,0.18,21.2,Cash,2022-01-12 22:44:00
TRIP103168,2022-01-10 15:20:00,2,1.18,17.18,Card,2022-01-10 16:02:00
TRIP103169,2022-01-28 04:38:00,6,1.6,13.36,Card,2022-01-28 05:32:00
TRIP103170,2022-01-21 18:01:00,1,4.5,10.5,Dispute,2022-01-21 18:44:00
TRIP103171,2022-01-17 08:08:00,1,3.32,36.77,Card,2022-01-17 09:00:00
TRIP103172,2022-01-14 18:52:00,1,3.65,29.68,Card,2022-01-14 19:07:00
TRIP103173,2022-01-25 13:47:00,2,3.78,8.19,Cash,2022-01-25 13:56:00
TRIP103174,2022-01-12 10:40:00,1,1.06,45.42,Cash,2022-01-12 11:40:00
TRIP103175,2022-01-16 18:01:00,4,0.84,17.16,Cash,2022-01-16 18:49:00
TRIP103176,2022-01-05 01:13:00,1,0.03,44.93,Card,2022-01-05 01:21:00
TRIP103177,2022-01-07 17:22:00,2,1.39,10.3,Card,2022-01-07 18:03:00
TRIP103178,2022-01-15 22:01:00,1,0.5,42.75,Cash,2022-01-15 22:57:00
TRIP103179,2022-01-03 15:48:00,4,1.33,31.21,Cash,2022-01-03 16:06:00
TRIP103180,2022-01-27 16:49:00,4,2.25,42.21,Cash,2022-01-27 17:04:00
TRIP103181,2022-01-24 04:03:00,1,1.15,31.58,No Charge,2022-01-24 04:17:00
TRIP103182,2022-01-29 18:41:00,1,3.08,24.22,Card,2022-01-29 19:18:00
TRIP103183,2022-01-15 02:02:00,4,4.47,25.78,Cash,2022-01-15 02:50:00
TRIP103184,2022-01-03 18:51:00,1,0.14,15.91,Card,2022-01-03 19:21:00
TRIP103185,2022-01-16 00:59:00,3,4.57,49.03,Cash,2022-01-16 01:40:00
TRIP103186,2022-01-24 21:23:00,3,1.01,8.85,Card,2022-01-24 21:42:00
TRIP103187,2022-01-30 02:02:00,5,1.05,32.44,Card,2022-01-30 03:01:00
TRIP103188,2022-01-01 22:33:00,1,4.86,40.26,Card,2022-01-01 22:47:00
TRIP103189,2022-01-17 00:58:00,6,3.34,15.54,Card,2022-01-17 01:20:00
TRIP103190,2022-01-06 09:14:00,1,0.81,6.5,Card,2022-01-06 09:45:00
TRIP103191,2022-01-25 04:25:00,1,1.76,11.22,No Charge,2022-01-25 05:02:00
TRIP103192,2022-01-14 14:16:00,3,9.67,22.48,Card,2022-01-14 14:32:00
TRIP103193,2022-01-14 17:51:00,2,3.47,29.53,Card,2022-01-14 18:49:00
TRIP103194,2022-01-21 11:38:00,3,3.5,44.09,Card,2022-01-21 11:43:00
TRIP103195,2022-01-17 22:39:00,1,0.71,14.6,Dispute,2022-01-17 23:19:00
TRIP103196,2022-01-05 07:02:00,1,0.49,47.27,Cash,2022-01-05 07:21:00
TRIP103197,2022-01-20 07:00:00,1,1.75,16.26,Card,2022-01-20 07:50:00
TRIP103198,2022-01-24 17:16:00,1,3.9,23.26,Card,2022-01-24 17:25:00
TRIP103199,2022-01-08 23:59:00,2,1.93,20.98,Card,2022-01-09 00:35:00
TRIP103200,2022-01-13 13:27:00,3,0.78,42.25,Card,2022-01-13 14:09:00
TRIP103201,2022-01-21 18:29:00,2,3.46,40.33,Card,2022-01-21 18:40:00
TRIP103202,2022-01-26 12:13:00,2,5.15,9.16,Card,2022-01-26 12:21:00
TRIP103203,2022-01-19 19:43:00,6,0.08,5.78,No Charge,2022-01-19 20:18:00
TRIP103204,2022-01-04 08:32:00,4,7.94,17.54,Dispute,2022-01-04 09:11:00
TRIP103205,2022-01-09 04:47:00,1,0.27,29.91,Card,2022-01-09 05:43:00
TRIP103206,2022-01-20 02:20:00,1,4.93,46.66,No Charge,2022-01-20 02:27:00
TRIP103207,2022-01-28 22:22:00,2,3.11,39.95,Card,2022-01-28 23:09:00
TRIP103208,2022-01-27 04:02:00,1,4.69,25.66,Card,2022-01-27 04:50:00
TRIP103209,2022-01-26 17:23:00,3,0.79,34.88,Cash,2022-01-26 18:22:00
TRIP103210,2022-01-08 05:17:00,2,8.83,16.87,Card,2022-01-08 06:10:00
TRIP103211,2022-01-07 06:03:00,4,2.97,41.19,Dispute,2022-01-07 06:34:00
TRIP103212,2022-01-11 20:53:00,2,0.24,20.23,Card,2022-01-11 21:07:00
TRIP103213,2022-01-29 11:19:00,1,5.19,29.26,Cash,2022-01-29 11:26:00
TRIP103214,2022-01-10 10:14:00,1,6.39,22.85,Card,2022-01-10 10:44:00
TRIP103215,2022-01-24 04:02:00,1,0.48,41.03,No Charge,2022-01-24 04:10:00
TRIP103216,2022-01-18 09:22:00,1,1.22,28.31,Card,2022-01-18 09:33:00
TRIP103217,2022-01-16 01:40:00,2,4.13,42.99,Card,2022-01-16 02:36:00
TRIP103218,2022-01-09 16:34:00,3,13.11,44.19,Card,2022-01-09 17:03:00
TRIP103219,2022-01-20 00:01:00,2,2.59,37.69,Card,2022-01-20 00:59:00
TRIP103220,2022-01-09 02:32:00,1,13.13,38.35,Card,2022-01-09 03:25:00
TRIP103221,2022-01-21 18:39:00,1,0.22,19.6,Card,2022-01-21 18:56:00
TRIP103222,2022-01-13 20:56:00,4,2.74,11.09,Dispute,2022-01-13 21:28:00
TRIP103223,2022-01-02 16:15:00,6,8.18,8.19,Card,2022-01-02 16:42:00
TRIP103224,2022-01-28 06:16:00,6,4.83,43.95,Card,2022-01-28 07:10:00
TRIP103225,2022-01-22 00:56:00,1,1.5,29.12,Card,2022-01-22 01:21:00
TRIP103226,2022-01-02 02:58:00,1,1.57,40.91,Card,2022-01-02 03:35:00
TRIP103227,2022-01-30 05:33:00,2,8.41,9.85,Card,2022-01-30 06:23:00
TRIP103228,2022-01-15 02:33:00,1,1.93,8.58,Card,2022-01-15 02:53:00
TRIP103229,2022-01-03 23:38:00,2,0.58,29.5,Dispute,2022-01-03 23:46:00
TRIP103230,2022-01-05 07:13:00,4,5.15,29.67,Cash,2022-01-05 07:28:00
TRIP103231,2022-01-19 15:23:00,1,4.03,20.71,Card,2022-01-19 16:20:00
TRIP103232,2022-01-08 07:20:00,4,0.23,30.48,Card,2022-01-08 07:52:00
TRIP103233,2022-01-21 17:28:00,2,0.15,27.46,Card,2022-01-21 18:08:00
TRIP103234,2022-01-11 13:28:00,4,1.48,9.27,Card,2022-01-11 14:27:00
TRIP103235,2022-01-17 17:48:00,2,0.04,30.86,Card,2022-01-17 18:44:00
TRIP103236,2022-01-04 19:13:00,1,1.79,20.35,No Charge,2022-01-04 19:58:00
TRIP103237,2022-01-16 16:44:00,1,7.86,13.05,Card,2022-01-16 17:22:00
TRIP103238,2022-01-28 05:25:00,3,1.42,22.63,Card,2022-01-28 06:17:00
TRIP103239,2022-01-07 10:59:00,2,2.81,39.67,Cash,2022-01-07 11:26:00
TRIP103240,2022-01-13 01:22:00,1,3.42,14.24,Card,2022-01-13 02:06:00
TRIP103241,2022-01-22 09:22:00,4,2.27,45.53,Dispute,2022-01-22 10:12:00
TRIP103242,2022-01-30 06:30:00,1,2.17,47.14,Card,2022-01-30 06:37:00
TRIP103243,2022-01-22 10:17:00,2,3.62,3.34,Card,2022-01-22 11:17:00
TRIP103244,2022-01-05 14:09:00,2,1.56,44.64,Cash,2022-01-05 14:50:00
TRIP103245,2022-01-30 08:20:00,2,5.1,33.36,Card,2022-01-30 08:52:00
TRIP103246,2022-01-18 20:30:00,1,8.52,3.07,Cash,2022-01-18 21:12:00
TRIP103247,2022-01-08 05:19:00,2,1.21,29.29,Card,2022-01-08 05:31:00
TRIP103248,2022-01-28 12:52:00,5,3.31,5.66,Card,2022-01-28 13:00:00
TRIP103249,2022-01-09 02:15:00,2,2.84,38.56,Card,2022-01-09 02:25:00
TRIP103250,2022-01-10 15:49:00,3,1.62,42.28,Card,2022-01-10 16:46:00
TRIP103251,2022-01-26 06:06:00,1,0.46,36.57,Cash,2022-01-26 06:56:00
TRIP103252,2022-01-21 06:05:00,6,3.25,47.37,Card,2022-01-21 06:51:00
TRIP103253,2022-01-15 23:43:00,2,2.03,4.37,Card,2022-01-16 00:12:00
TRIP103254,2022-01-04 14:14:00,2,3.3,22.38,Cash,2022-01-04 14:29:00
TRIP103255,2022-01-21 19:13:00,2,1.39,17.99,Card,2022-01-21 20:00:00
TRIP103256,2022-01-15 00:13:00,4,2.26,35.62,Dispute,2022-01-15 00:49:00
TRIP103257,2022-01-18 15:01:00,1,1.32,9.58,Cash,2022-01-18 15:29:00
TRIP103258,2022-01-12 04:05:00,1,1.27,47.47,Card,2022-01-12 04:39:00
TRIP103259,2022-01-30 08:18:00,4,2.62,17.01,Card,2022-01-30 08:42:00
TRIP103260,2022-01-29 05:13:00,4,0.66,32.51,Card,2022-01-29 05:36:00
TRIP103261,2022-01-26 11:23:00,2,4.41,6.91,Card,2022-01-26 11:51:00
TRIP103262,2022-01-02 04:35:00,2,3.13,20.23,Cash,2022-01-02 05:31:00
TRIP103263,2022-01-13 12:11:00,3,6.5,47.22,Dispute,2022-01-13 12:42:00
TRIP103264,2022-01-29 12:57:00,5,0.94,28.3,Cash,2022-01-29 13:32:00
TRIP103265,2022-01-08 06:02:00,1,0.82,41.62,Cash,2022-01-08 06:30:00
TRIP103266,2022-01-19 11:19:00,1,2.34,40.82,Card,2022-01-19 12:17:00
TRIP103267,2022-01-21 04:15:00,2,0.56,30.71,Card,2022-01-21 04:51:00
TRIP103268,2022-01-28 14:28:00,2,5.96,28.23,Card,2022-01-28 14:37:00
TRIP103269,2022-01-12 19:47:00,2,0.88,48.99,Dispute,2022-01-12 20:16:00
TRIP103270,2022-01-05 10:05:00,3,7.65,11.68,Card,2022-01-05 10:54:00
TRIP103271,2022-01-10 17:23:00,3,5.96,19.93,Card,2022-01-10 17:46:00
TRIP103272,2022-01-16 06:43:00,1,0.9,8.65,Dispute,2022-01-16 06:55:00
TRIP103273,2022-01-29 02:36:00,2,0.58,40.59,Cash,2022-01-29 02:47:00
TRIP103274,2022-01-04 15:12:00,1,3.05,18.77,Card,2022-01-04 15:43:00
TRIP103275,2022-01-17 11:47:00,1,0.5,25.43,Card,2022-01-17 12:31:00
TRIP103276,2022-01-13 22:15:00,2,2.09,6.14,Card,2022-01-13 22:23:00
TRIP103277,2022-01-18 20:24:00,1,2.67,23.87,Card,2022-01-18 21:11:00
TRIP103278,2022-01-10 13:11:00,2,4.4,19.17,Card,2022-01-10 13:58:00
TRIP103279,2022-01-16 15:44:00,2,0.19,47.64,Card,2022-01-16 15:58:00
TRIP103280,2022-01-03 02:47:00,2,4.23,35.87,Card,2022-01-03 02:55:00
TRIP103281,2022-01-05 17:52:00,2,2.09,16.53,Card,2022-01-05 18:16:00
TRIP103282,2022-01-15 11:55:00,1,1.25,35.67,Card,2022-01-15 12:08:00
TRIP103283,2022-01-08 08:11:00,1,2.22,38.39,Card,2022-01-08 09:05:00
TRIP103284,2022-01-30 22:07:00,2,3.79,15.06,Dispute,2022-01-30 22:56:00
TRIP103285,2022-01-08 04:58:00,1,0.47,12.56,Cash,2022-01-08 05:22:00
TRIP103286,2022-01-19 23:53:00,4,3.28,36.18,Card,2022-01-20 00:04:00
